,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year,pred_lr,pred_dt
1424,4569,48528,3851361,misdemeanor,drug,2018-04-29,155,3851361,25.53972602739726,M,White,2018-04-29,0,0.0,0,0,0
1554,2623,51576,8830642,misdemeanor,violent,2014-12-05,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1,0,0
798,6383,26596,9732027,misdemeanor,other,2014-02-07,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0,0,0
4298,4269,736961,3945139,misdemeanor,violent,2018-04-13,886,3945139,42.65205479452055,F,Black,2018-04-13,0,0.0,0,0,0
2375,5866,75450,953303,misdemeanor,property,2019-09-19,81,7462166,53.10410958904109,M,White,2016-02-16,0,0.0,0,0,0
2635,4936,81823,1767515,misdemeanor,property,2020-06-05,809,3806430,34.8986301369863,M,,2018-05-07,0,0.0,0,0,0
607,2408,22194,1251682,misdemeanor,property,2019-07-23,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0,0,0
982,2568,28614,9560483,misdemeanor,property,2014-04-09,983,6045036,25.895890410958906,M,Black,2017-03-05,0,0.0,0,0,0
4995,2997,1058203,11075208,misdemeanor,drug,2012-10-31,373,7234140,27.33150684931507,M,Black,2016-04-15,0,0.0,0,0,0
3656,562,320209,6555468,misdemeanor,violent,2016-10-08,986,4507353,35.61369863013699,M,White,2018-01-15,0,0.0,0,0,0
2093,359,69058,4989233,misdemeanor,other,2017-10-18,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0,0,0
452,3080,15340,5298770,felony,property,2017-08-25,237,5697246,39.5972602739726,M,White,2017-05-31,0,0.0,0,0,0
5393,1703,1134813,5766373,felony,violent,2017-05-16,699,7159070,18.42465753424657,M,Black,2016-05-05,1,0.0,6,1,1
1003,2507,29538,9039009,misdemeanor,property,2014-09-22,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1,0,0
572,2891,21406,6601943,felony,other,2016-09-23,450,5590253,19.052054794520547,M,White,2017-06-26,1,0.0,0,0,0
1550,5055,51530,2916797,felony,violent,2018-10-03,770,2916797,32.6958904109589,F,Black,2018-10-03,1,0.0,0,0,0
3492,3621,246429,4981359,misdemeanor,property,2017-10-20,321,4981359,30.813698630136987,M,mixed,2017-10-20,0,0.0,1,0,0
5979,5737,1660282,2558191,misdemeanor,other,2018-12-12,597,2558191,51.51780821917808,,,2018-12-12,0,0.0,0,0,0
1671,1030,56410,2799758,misdemeanor,property,2018-10-25,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0,0,0
5330,1914,1127005,4709638,misdemeanor,property,2017-12-01,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0,0,0
239,1380,9102,7812370,felony,other,2015-10-28,521,4983747,24.898630136986306,M,Black,2017-10-19,0,0.0,0,0,0
4845,1755,1002535,1831679,misdemeanor,property,2019-04-24,388,5559287,23.715068493150685,M,Black,2017-07-04,0,0.0,0,0,0
5002,5735,1058203,4164734,misdemeanor,drug,2018-03-18,373,7234140,27.33150684931507,M,Black,2016-04-15,0,0.0,0,0,0
481,2633,15353,2028457,misdemeanor,property,2019-03-20,560,3039691,34.391780821917806,F,White,2018-09-11,0,0.0,3,0,0
4956,1063,1052139,1761937,misdemeanor,property,2020-06-03,891,6537189,48.367123287671234,M,White,2016-10-14,0,0.0,0,0,0
33,1148,2326,8680184,felony,property,2015-01-29,807,7591648,31.378082191780823,M,Black,2016-01-06,1,0.0,1,0,0
3720,4635,324828,6513076,misdemeanor,property,2016-10-20,789,3377463,34.227397260273975,M,Black,2018-07-24,0,0.0,0,0,0
6249,5844,2582921,2532252,misdemeanor,other,2018-12-16,573,2532252,24.85753424657534,M,White,2018-12-16,0,0.0,1,0,0
5454,5253,1195934,6891939,misdemeanor,other,2016-07-03,656,6891939,56.93972602739726,M,White,2016-07-03,0,0.0,0,0,0
810,6404,26596,8716953,misdemeanor,other,2015-01-16,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0,0,0
3482,3540,243705,2935721,misdemeanor,property,2018-10-01,481,6532455,18.654794520547945,M,Black,2016-10-17,0,0.0,1,0,0
5950,2227,1610763,5329497,felony,violent,2017-08-19,840,5330582,36.07945205479452,M,Black,2017-08-19,1,0.0,0,0,0
1302,1661,45181,2300491,felony,other,2019-02-01,207,3488332,19.26849315068493,M,Black,2018-07-05,1,0.0,2,0,0
3121,6055,98350,2533625,misdemeanor,other,2018-12-15,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1,0,0
240,1392,9102,7368827,misdemeanor,violent,2016-03-09,521,4983747,24.898630136986306,M,Black,2017-10-19,0,0.0,0,0,0
4498,4973,910069,4691118,misdemeanor,property,2017-12-05,408,5059604,27.77260273972603,F,mixed,2017-10-05,0,0.0,1,0,0
3520,5356,253477,7525406,misdemeanor,other,2016-01-28,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0,0,0
5461,1501,1214199,5283016,misdemeanor,violent,2017-08-28,316,5133966,35.97260273972603,M,Black,2017-09-22,0,0.0,0,0,0
1218,274,41991,8452684,misdemeanor,property,2015-04-10,563,6778366,24.93972602739726,M,White,2016-08-05,0,0.0,4,0,0
3417,6087,229802,5973303,misdemeanor,property,2017-03-25,858,5976310,64.88493150684931,M,Black,2017-03-24,0,0.0,0,0,0
1179,2105,38535,5535435,misdemeanor,drug,2017-07-08,194,5666738,19.22739726027397,M,White,2017-06-08,0,0.0,1,0,0
6307,5633,2871747,6698365,misdemeanor,drug,2020-10-01,658,6601849,53.79726027397261,M,Black,2016-09-23,0,0.0,0,0,0
5547,2653,1295291,7149170,misdemeanor,violent,2016-05-09,347,7149171,37.394520547945206,M,White,2016-05-09,0,0.0,1,0,0
3169,3887,106675,6671035,misdemeanor,drug,2016-09-05,292,6671035,23.64109589041096,M,Black,2016-09-05,0,0.0,0,0,0
3617,271,316053,9248353,misdemeanor,violent,2014-07-15,353,5560634,41.33698630136986,F,White,2017-07-03,0,0.0,0,0,0
5618,2673,1307676,7282808,misdemeanor,violent,2016-04-01,383,6704112,35.09315068493151,M,White,2016-08-26,0,0.0,0,0,0
3298,6137,175405,4836918,felony,violent,2017-11-13,210,4862015,20.88219178082192,M,Black,2017-11-07,1,0.0,4,0,0
6111,3232,2134220,6403657,misdemeanor,property,2016-11-20,140,6403657,23.07945205479452,M,White,2016-11-20,0,0.0,0,0,0
5283,2200,1116388,8665676,misdemeanor,drug,2015-01-30,309,6585372,26.942465753424656,M,Black,2016-09-29,0,0.0,1,0,0
4647,1535,935306,10572204,misdemeanor,property,2013-04-30,164,6756714,41.45479452054794,M,Black,2016-08-11,0,0.0,0,0,0
622,2083,23004,5232450,misdemeanor,drug,2017-09-07,103,5232450,55.75890410958904,M,White,2017-09-07,0,0.0,0,0,0
4252,4235,720250,6816292,misdemeanor,property,2016-07-23,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1,0,0
1235,2136,42402,6332619,misdemeanor,other,2016-12-15,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0,0,0
2726,4927,83299,1237826,felony,violent,2019-07-25,452,6983854,18.164383561643834,,Black,2016-06-04,1,0.0,0,0,0
3945,292,359972,6914953,misdemeanor,violent,2016-06-26,16,3836808,27.076712328767123,F,Black,2018-05-01,0,0.0,0,0,0
3009,5984,92636,9098848,misdemeanor,other,2014-09-04,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
673,2588,24916,5836880,misdemeanor,drug,2017-04-27,985,5675336,18.75068493150685,M,Black,2017-06-06,0,0.0,0,0,0
254,1672,10066,10401577,misdemeanor,other,2013-06-28,36,7398258,45.61917808219178,M,Black,2016-03-01,0,0.0,0,0,0
2843,1080,85929,11415390,felony,drug,2012-07-03,963,5226476,35.0,M,Black,2017-09-08,0,0.0,1,0,0
4594,1186,920520,6577694,misdemeanor,drug,2016-10-01,604,6577694,48.33698630136986,F,Black,2016-10-01,0,0.0,0,0,0
297,4984,11297,6214564,misdemeanor,property,2017-01-20,42,6214564,48.983561643835614,M,Black,2017-01-20,0,0.0,0,0,0
1863,2904,60742,8636407,misdemeanor,other,2015-02-09,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0,0,0
5791,3186,1475717,4252418,misdemeanor,drug,2018-03-02,275,3193787,33.11232876712329,F,White,2018-08-10,0,0.0,0,0,0
4413,3306,861665,2497261,misdemeanor,drug,2018-12-23,333,5132759,34.63835616438356,M,Black,2017-09-23,0,0.0,0,0,0
4675,5038,951591,7003972,misdemeanor,property,2016-05-29,30,5053353,26.58356164383561,M,Black,2017-10-06,0,0.0,0,0,0
6123,650,2196821,5249584,misdemeanor,other,2017-09-04,766,5249584,28.054794520547944,M,White,2017-09-04,0,0.0,0,0,0
2126,4553,69058,4765166,misdemeanor,other,2017-11-22,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0,0,0
3857,4876,342986,8542900,misdemeanor,other,2015-03-13,427,3234875,50.80821917808219,M,Black,2018-08-02,0,0.0,2,0,0
2991,3542,92636,4324643,misdemeanor,property,2018-02-16,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
4690,905,960754,9449629,misdemeanor,violent,2014-05-18,862,7408280,23.98630136986301,M,Black,2016-02-27,0,0.0,0,0,0
2654,5001,82063,3099537,felony,other,2018-08-30,352,6471124,26.175342465753424,M,Black,2016-11-03,0,1.0,0,0,0
5015,3016,1059734,6867143,misdemeanor,property,2016-07-08,308,6984750,27.78904109589041,F,Black,2016-06-04,0,0.0,0,0,0
4646,949,935306,6756714,misdemeanor,drug,2016-08-11,164,6756714,41.45479452054794,M,Black,2016-08-11,0,0.0,0,0,0
3546,6150,259056,4205506,misdemeanor,other,2018-03-10,59,4219078,40.772602739726025,M,Black,2018-03-08,0,0.0,1,0,0
6316,5612,2881955,4461907,misdemeanor,other,2018-01-23,748,7457196,35.83561643835616,F,White,2016-02-17,0,0.0,0,0,0
816,6414,26596,8621181,misdemeanor,other,2015-02-13,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0,0,0
2351,2831,75036,11507047,misdemeanor,drug,2012-06-02,533,6707445,28.55890410958904,M,White,2016-08-25,0,0.0,0,0,0
1196,5273,38681,4373819,misdemeanor,other,2018-02-07,801,4546237,41.66301369863014,F,White,2018-01-08,0,0.0,0,0,0
3636,5510,316704,5008270,misdemeanor,other,2017-10-16,377,5008270,37.704109589041096,M,Other,2017-10-16,0,0.0,0,0,0
2785,838,84823,2778145,felony,violent,2018-10-30,400,2922877,24.0,M,Black,2018-10-02,0,1.0,3,0,1
2608,4398,81290,2905709,misdemeanor,other,2018-10-05,575,4524599,20.134246575342463,M,Black,2018-01-11,0,0.0,0,0,0
4770,1632,988101,7227303,misdemeanor,property,2020-10-21,57,6185866,33.271232876712325,M,Black,2017-01-28,0,0.0,0,0,0
404,88,14780,5686387,misdemeanor,drug,2017-06-02,175,11966928,22.197260273972603,M,White,2016-04-12,0,0.0,1,0,0
2832,3387,85806,7213164,misdemeanor,property,2016-04-20,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0,0,0
4968,5376,1052139,5395043,misdemeanor,other,2017-08-07,891,6537189,48.367123287671234,M,White,2016-10-14,0,0.0,0,0,0
1269,4173,43838,9851281,misdemeanor,violent,2020-07-16,34,4301105,25.852054794520548,M,Black,2018-02-21,0,0.0,1,0,0
1292,4805,44850,3118487,misdemeanor,drug,2018-08-28,258,3778372,22.284931506849315,M,Black,2018-05-11,0,0.0,0,0,0
6266,2247,2740186,6485644,misdemeanor,violent,2016-10-30,873,6485644,48.3013698630137,M,Black,2016-10-30,0,0.0,0,0,0
5223,5892,1075503,2334462,misdemeanor,property,2019-01-26,212,6623957,61.09041095890411,M,Black,2016-09-19,0,0.0,1,0,0
2377,2745,75570,2326319,misdemeanor,drug,2019-01-28,677,4741552,26.2027397260274,M,White,2017-11-28,0,0.0,0,0,0
6416,5670,3198370,6916329,misdemeanor,other,2016-06-25,514,6916329,40.895890410958906,M,White,2016-06-25,0,0.0,0,0,0
1674,1099,56410,10686607,misdemeanor,drug,2013-03-21,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0,0,0
1847,1542,60332,10482483,misdemeanor,drug,2013-06-01,693,4552038,25.438356164383563,M,Black,2018-01-05,0,0.0,3,0,0
2840,5243,85806,8720760,misdemeanor,other,2020-11-23,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0,0,0
4706,760,961194,7935283,misdemeanor,property,2015-09-21,945,3394043,55.55068493150685,M,Black,2018-07-20,0,0.0,0,0,0
4824,1964,997983,7689914,felony,property,2015-12-05,125,7587118,42.21917808219178,M,White,2016-01-07,0,0.0,0,0,0
36,1282,2326,1107260,felony,violent,2019-08-20,807,7591648,31.378082191780823,M,Black,2016-01-06,0,0.0,1,0,0
525,1676,17881,9333141,misdemeanor,other,2014-06-18,753,4771776,31.526027397260275,M,Black,2017-11-21,0,0.0,2,0,0
2410,5576,76733,4609649,misdemeanor,drug,2017-12-21,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0,0,0
3132,6463,98350,2653279,misdemeanor,other,2018-11-23,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1,0,0
1861,2902,60742,9334172,misdemeanor,other,2014-06-18,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0,0,0
5578,2833,1301492,11047934,felony,violent,2012-11-09,910,4810567,26.76438356164384,M,Black,2017-11-16,1,0.0,1,0,0
469,5787,15340,10702898,misdemeanor,other,2013-03-16,237,5697246,39.5972602739726,M,White,2017-05-31,0,0.0,0,0,0
6378,6302,3118094,5959056,misdemeanor,other,2017-03-29,761,5959056,18.19178082191781,M,Black,2017-03-29,0,0.0,0,0,0
1164,6339,35378,6908221,misdemeanor,property,2016-06-28,338,3368502,62.18082191780822,M,Black,2018-07-26,0,0.0,0,0,0
6026,5250,1773950,10456712,misdemeanor,drug,2013-06-10,114,7550575,37.12054794520548,M,Black,2016-01-17,0,0.0,0,0,0
2426,2844,77082,6537617,misdemeanor,violent,2016-10-14,356,6537617,29.134246575342463,M,White,2016-10-14,0,0.0,0,0,0
3049,3856,92826,8713862,misdemeanor,other,2015-01-17,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
698,2520,25238,7199318,misdemeanor,property,2016-04-24,595,6595530,20.353424657534248,M,White,2016-09-26,0,0.0,0,0,0
2497,2214,78880,6671790,felony,drug,2016-09-04,315,6671790,52.02465753424657,M,Black,2016-09-04,1,0.0,2,0,0
5198,5957,1072559,1312244,misdemeanor,other,2019-07-12,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
2464,4,78786,12006352,felony,property,2018-03-09,479,6645202,24.15068493150685,M,White,2016-09-12,1,0.0,2,0,0
2845,1663,85929,116462,felony,violent,2020-03-09,963,5226476,35.0,M,Black,2017-09-08,0,1.0,1,0,0
4170,2571,555837,6352049,misdemeanor,violent,2016-12-11,536,6352048,46.78904109589041,M,Black,2016-12-11,0,0.0,0,0,0
3928,468,358458,7901653,misdemeanor,other,2015-10-01,160,6746136,28.85753424657534,M,mixed,2016-08-13,0,0.0,0,0,0
3512,3979,253477,7657804,misdemeanor,violent,2015-12-14,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0,0,0
2684,1032,82604,2843733,felony,drug,2018-10-17,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2,0,0
6125,577,2202943,4763108,misdemeanor,property,2017-11-23,525,4763108,48.704109589041096,F,White,2017-11-23,0,0.0,0,0,0
4122,6188,539268,707921,felony,property,2019-11-08,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
2190,2043,70259,2931460,misdemeanor,property,2018-10-01,565,2747588,23.843835616438355,M,mixed,2018-11-03,0,0.0,0,0,0
6035,5251,1781403,7737352,misdemeanor,drug,2015-11-20,832,7203601,24.386301369863013,M,White,2016-04-22,0,0.0,1,0,0
5260,3087,1113857,6370777,misdemeanor,violent,2016-12-01,248,7004850,36.29041095890411,M,White,2016-05-29,0,0.0,0,0,0
1598,493,54200,5372584,misdemeanor,property,2017-08-10,688,6340185,46.75068493150685,F,Black,2016-12-13,0,0.0,0,0,0
5697,669,1343831,4548723,misdemeanor,property,2018-01-07,706,4548723,45.35342465753425,F,White,2018-01-07,0,0.0,0,0,0
6299,5565,2871747,6601849,misdemeanor,property,2016-09-23,658,6601849,53.79726027397261,M,Black,2016-09-23,0,0.0,0,0,0
2806,1997,85246,7514245,felony,violent,2016-02-01,51,6243514,19.75068493150685,M,Black,2017-01-12,1,0.0,4,0,0
5104,175,1065449,6695529,misdemeanor,drug,2020-10-01,635,6236432,32.635616438356166,M,White,2017-01-13,0,0.0,0,0,0
2756,4440,84027,2140534,misdemeanor,other,2019-03-04,607,2680535,39.26849315068493,M,Black,2018-11-18,0,0.0,1,0,0
4445,2692,888088,2714649,misdemeanor,drug,2018-11-10,564,2714649,30.98630136986301,M,White,2018-11-10,0,0.0,0,0,0
5366,1636,1129862,10510737,misdemeanor,violent,2013-05-22,390,7422871,30.457534246575342,M,White,2016-02-23,0,0.0,0,0,0
4034,300,479978,7017977,misdemeanor,property,2016-05-24,713,7495234,23.75068493150685,M,White,2016-02-07,0,0.0,0,0,0
3960,4959,379371,9830539,misdemeanor,property,2020-06-30,946,4641585,25.254794520547943,M,,2017-12-14,0,0.0,0,0,0
5300,4743,1117726,9895077,felony,property,2013-12-16,519,7288288,50.95616438356164,M,Black,2016-03-31,0,0.0,0,0,0
282,1418,10237,6104448,misdemeanor,violent,2017-02-16,516,3013712,26.4986301369863,M,Black,2018-09-16,0,0.0,0,0,0
5514,5282,1268621,6975690,misdemeanor,violent,2016-06-07,193,6783898,50.276712328767125,M,White,2016-08-03,0,0.0,0,0,0
6504,6466,3576545,3447120,misdemeanor,other,2018-07-12,82,3447120,59.85753424657534,M,,2018-07-12,0,0.0,0,0,0
4111,5440,539268,1502573,misdemeanor,property,2019-06-05,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
5729,5847,1421025,3106149,misdemeanor,other,2018-08-30,371,5201065,36.583561643835615,M,Other,2017-09-12,0,0.0,0,0,0
4295,3729,731121,6046758,misdemeanor,other,2017-03-04,816,6046758,55.68219178082192,F,Black,2017-03-04,0,0.0,0,0,0
2514,127,79024,10195593,misdemeanor,other,2013-09-06,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0,0,0
6197,3290,2508428,5485957,misdemeanor,drug,2017-07-19,68,5769400,35.37808219178082,M,White,2017-05-16,0,0.0,0,0,0
5171,5904,1072559,10369604,misdemeanor,other,2013-07-11,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
1649,2381,56090,6946186,misdemeanor,property,2016-06-15,362,6916269,18.29041095890411,M,White,2016-06-25,0,0.0,0,0,0
5544,5236,1292211,2980952,felony,drug,2018-09-21,717,4460552,21.145205479452056,M,Black,2018-01-23,0,0.0,1,0,0
5987,2320,1675740,3591708,misdemeanor,other,2018-06-15,609,6147642,34.961643835616435,M,White,2017-02-07,0,0.0,0,0,0
772,6358,26258,666400,felony,other,2019-11-16,412,4367944,22.02739726027397,M,Black,2018-02-08,0,1.0,1,0,0
4502,988,910635,6211984,misdemeanor,property,2017-01-22,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0,0,0
1809,5135,57776,158320,felony,drug,2020-03-01,500,7308318,21.936986301369863,M,Black,2016-03-25,0,0.0,1,0,0
4642,1556,935128,9555981,misdemeanor,violent,2014-04-10,375,6156149,48.56712328767123,F,Black,2017-02-06,0,0.0,0,0,0
2787,1276,84823,2922877,felony,violent,2018-10-02,400,2922877,24.0,M,Black,2018-10-02,0,0.0,3,0,0
2753,3813,84027,10723579,misdemeanor,drug,2013-03-09,607,2680535,39.26849315068493,M,Black,2018-11-18,0,0.0,1,0,0
3515,5351,253477,7625513,misdemeanor,other,2015-12-23,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0,0,0
5299,1965,1117726,8093444,misdemeanor,drug,2015-08-04,519,7288288,50.95616438356164,M,Black,2016-03-31,0,0.0,0,0,0
4106,2600,539268,4899992,misdemeanor,property,2020-08-25,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
2576,797,80524,6886239,felony,violent,2016-07-05,828,6978316,38.4,M,Black,2016-06-06,1,1.0,5,1,0
2773,802,84410,5892654,felony,drug,2017-04-13,517,5974264,42.84109589041096,F,Black,2017-03-24,0,0.0,0,0,0
6284,5377,2793559,4667407,misdemeanor,property,2017-12-10,147,4662342,45.61643835616438,M,White,2017-12-11,0,0.0,0,0,0
5901,4789,1588377,4616500,misdemeanor,property,2017-12-19,893,4998162,21.09315068493151,M,Black,2017-10-17,0,0.0,0,0,0
3618,306,316053,5727106,misdemeanor,drug,2017-05-26,353,5560634,41.33698630136986,F,White,2017-07-03,0,0.0,0,0,0
1486,1613,50827,5665899,felony,drug,2017-06-08,716,5665899,21.778082191780825,M,Black,2017-06-08,0,0.0,3,0,0
3447,3819,235227,10799642,misdemeanor,drug,2013-02-11,317,5726487,39.8986301369863,F,Black,2017-05-27,0,0.0,0,0,0
229,4723,9044,1487532,misdemeanor,other,2019-06-07,715,3076203,21.186301369863013,M,Black,2018-09-04,0,0.0,0,0,0
2310,2871,74677,2022979,misdemeanor,drug,2019-03-21,294,6355703,28.54520547945205,M,White,2016-12-09,0,0.0,0,0,0
5647,5478,1308492,2056848,misdemeanor,other,2019-03-15,453,2939945,25.339726027397266,M,White,2018-09-30,0,0.0,0,0,0
1513,3015,51323,7055313,misdemeanor,property,2016-05-15,811,4837325,32.26027397260274,M,White,2017-11-13,0,0.0,0,0,0
5568,2839,1300240,8563390,misdemeanor,drug,2015-03-08,879,7200598,26.747945205479454,M,Black,2016-04-23,0,0.0,0,0,0
1842,3992,60273,5598779,misdemeanor,violent,2017-06-23,360,7509640,21.56438356164384,F,Black,2016-02-02,0,0.0,0,0,0
4929,1505,1023228,3220290,misdemeanor,violent,2018-08-06,88,3548675,26.413698630136988,F,Black,2018-06-24,0,0.0,0,0,0
5068,256,1063563,12006598,misdemeanor,property,2018-02-14,385,4827776,30.816438356164383,M,White,2017-11-13,0,0.0,0,0,0
529,4801,17881,4452193,misdemeanor,drug,2018-01-24,753,4771776,31.526027397260275,M,Black,2017-11-21,0,0.0,2,0,0
688,2486,25110,9697060,felony,property,2014-02-21,449,3787339,22.95616438356164,M,Black,2018-05-10,1,0.0,2,0,0
5078,258,1064456,12007088,misdemeanor,violent,2018-09-26,908,2953487,26.27123287671233,M,Black,2018-09-26,0,0.0,0,0,0
3534,4009,258315,8709407,felony,property,2015-01-20,11,3168313,37.42191780821918,M,,2018-08-18,0,0.0,0,0,0
5856,1371,1519445,9301475,misdemeanor,other,2014-06-28,19,6553405,51.96986301369863,M,Black,2016-10-10,0,0.0,0,0,0
4437,5508,883909,5296171,misdemeanor,property,2017-08-25,895,5296171,31.32602739726028,F,White,2017-08-25,0,0.0,1,0,0
23,5148,2003,4550037,misdemeanor,property,2018-01-06,325,3551844,53.465753424657535,M,Black,2018-06-22,0,0.0,0,0,0
3450,6193,235227,1201339,misdemeanor,drug,2019-08-02,317,5726487,39.8986301369863,F,Black,2017-05-27,0,0.0,0,0,0
5951,2229,1610763,5978736,misdemeanor,drug,2017-03-23,840,5330582,36.07945205479452,M,Black,2017-08-19,0,0.0,0,0,0
508,3974,15930,1211759,misdemeanor,other,2019-07-31,335,4079940,26.504109589041096,M,Black,2018-03-31,0,0.0,0,0,0
164,1411,7833,6756836,felony,drug,2016-08-11,969,2827385,40.71232876712329,F,Black,2018-10-21,1,0.0,0,0,0
4510,4849,910635,10623824,misdemeanor,other,2013-04-12,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0,0,0
4932,1023,1024658,2505635,misdemeanor,violent,2018-12-20,462,2505635,24.912328767123288,M,Black,2018-12-20,0,0.0,0,0,0
4195,6171,586087,3914179,misdemeanor,drug,2018-04-18,301,4497239,31.265753424657536,M,Black,2018-01-17,0,0.0,0,0,0
5381,1815,1130673,10703897,misdemeanor,property,2013-03-15,599,7005244,25.65205479452055,M,Black,2016-05-28,0,0.0,1,0,0
2733,4410,83582,1009393,felony,drug,2019-09-09,842,5186512,21.26027397260274,M,Black,2017-09-13,1,0.0,2,0,0
5269,5829,1114013,6388244,felony,other,2016-11-25,407,4457859,48.7945205479452,F,Black,2018-01-24,1,0.0,1,0,0
6469,5484,3381394,7055785,misdemeanor,other,2016-05-14,592,6647303,44.915068493150685,,,2016-09-12,0,0.0,0,0,0
2277,4594,73796,10458370,misdemeanor,other,2013-06-09,710,5195856,30.24383561643836,M,Black,2017-09-12,0,0.0,0,0,0
47,1740,2743,7073872,felony,violent,2019-02-04,170,5728038,19.27123287671233,M,Black,2017-05-26,0,1.0,1,0,0
331,1423,13178,5510599,misdemeanor,violent,2017-07-13,363,6641052,20.01095890410959,M,Black,2016-09-13,0,0.0,5,0,0
1588,301,53858,6824921,misdemeanor,drug,2016-07-20,386,6792133,29.10684931506849,M,mixed,2016-08-01,0,0.0,0,0,0
1859,2898,60742,9186962,misdemeanor,property,2014-08-05,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0,0,0
1637,2273,55857,9301949,misdemeanor,property,2014-06-28,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0,0,0
4964,2401,1052139,3779888,misdemeanor,drug,2018-05-11,891,6537189,48.367123287671234,M,White,2016-10-14,0,0.0,0,0,0
3209,3520,115968,2694279,misdemeanor,violent,2018-11-15,768,7003779,30.983561643835618,M,Black,2016-05-30,0,0.0,0,0,0
5625,2629,1307719,2795810,felony,violent,2018-10-26,911,3086994,22.10136986301369,M,Black,2018-09-03,0,0.0,2,0,0
4276,6511,720250,260090,misdemeanor,property,2020-02-10,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1,0,0
6177,3242,2455042,5960268,misdemeanor,property,2017-03-29,932,5469978,51.64657534246575,M,Black,2017-07-24,0,0.0,0,0,0
1399,610,48080,3328752,misdemeanor,violent,2020-06-28,512,6445341,38.95890410958904,M,Black,2016-11-11,0,0.0,0,0,0
50,2053,2743,2412492,felony,violent,2019-01-10,170,5728038,19.27123287671233,M,Black,2017-05-26,0,0.0,1,0,0
2255,3882,72764,6624982,felony,property,2016-09-18,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3,0,0
5828,1861,1509614,7465708,misdemeanor,property,2016-02-13,424,7369356,52.19178082191781,M,White,2016-03-09,0,0.0,0,0,0
672,2544,24916,9821392,misdemeanor,violent,2020-06-25,985,5675336,18.75068493150685,M,Black,2017-06-06,0,0.0,0,0,0
421,4470,14780,755773,misdemeanor,drug,2019-10-28,175,11966928,22.197260273972603,M,White,2016-04-12,0,0.0,1,0,0
4092,5660,533988,4454687,misdemeanor,other,2018-01-24,110,6485726,27.197260273972603,M,White,2016-10-30,0,0.0,0,0,0
2523,197,79024,8240329,misdemeanor,violent,2015-06-18,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0,0,0
155,2299,6851,7903037,misdemeanor,property,2015-10-01,507,4635194,26.76986301369863,M,White,2017-12-16,0,0.0,1,0,0
4588,1067,919650,11264300,misdemeanor,violent,2012-08-24,744,7532175,34.915068493150685,M,Black,2016-01-24,0,0.0,0,0,0
6090,1775,2018384,6075194,misdemeanor,other,2017-02-24,17,6075194,32.26849315068493,F,White,2017-02-24,0,0.0,0,0,0
