,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
1395,481,48080,2655976,misdemeanor,property,2018-11-21,512,6445341,38.95890410958904,M,Black,2016-11-11,0,0.0,0
896,6328,27382,4434613,misdemeanor,property,2018-01-28,75,7381538,26.56438356164384,M,Black,2016-03-07,0,0.0,0
6407,5655,3192537,5291767,misdemeanor,other,2017-08-26,924,5291769,49.96986301369863,M,White,2017-08-26,0,0.0,0
1295,829,45068,2739051,felony,property,2018-11-05,974,2866283,26.10410958904109,F,Black,2018-10-13,0,1.0,1
4868,1242,1009066,5596194,felony,violent,2017-06-23,67,5067540,20.96712328767123,M,Black,2017-10-04,0,0.0,0
1900,5812,63048,9616367,misdemeanor,drug,2014-03-21,631,6194431,26.27671232876712,F,White,2017-01-26,0,0.0,0
5452,5165,1195934,10358857,misdemeanor,other,2013-07-14,656,6891939,56.93972602739726,M,White,2016-07-03,0,0.0,0
2435,2846,77276,6328624,misdemeanor,property,2016-12-16,94,6096501,42.9041095890411,M,Black,2017-02-19,0,0.0,0
1373,1053,47273,1977266,misdemeanor,violent,2019-03-30,621,7465597,23.38082191780822,M,Black,2016-02-13,0,0.0,0
1923,2936,63935,6200754,misdemeanor,property,2017-01-25,341,7021379,29.64109589041096,F,White,2016-05-24,0,0.0,1
2851,3126,87608,5710263,misdemeanor,violent,2017-05-28,87,5710263,45.41643835616439,M,Black,2017-05-28,0,0.0,0
2403,2830,76733,10933567,misdemeanor,property,2012-12-19,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
2585,4941,80524,11404555,misdemeanor,other,2012-07-07,828,6978316,38.4,M,Black,2016-06-06,0,0.0,5
960,2466,27924,6488871,misdemeanor,property,2016-10-28,302,6822812,20.48219178082192,M,White,2016-07-21,0,0.0,0
6102,637,2108170,6624252,misdemeanor,violent,2016-09-18,307,6672666,26.4986301369863,M,White,2016-09-03,0,0.0,0
2746,1290,83874,4908382,felony,violent,2020-08-30,757,4159297,24.51506849315069,F,Black,2018-03-19,1,0.0,1
828,4209,26679,9280653,misdemeanor,drug,2014-07-04,224,6916481,31.117808219178084,M,Black,2016-06-25,0,0.0,0
5295,5726,1116388,6644686,misdemeanor,violent,2016-09-13,309,6585372,26.942465753424656,M,Black,2016-09-29,0,0.0,1
1383,4808,47273,3076434,misdemeanor,drug,2018-09-04,621,7465597,23.38082191780822,M,Black,2016-02-13,0,0.0,0
2463,3,78786,4205882,felony,property,2018-03-09,479,6645202,24.15068493150685,M,White,2016-09-12,1,0.0,2
5154,3360,1072559,1342649,misdemeanor,property,2019-07-07,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
6056,2106,1801200,5819528,felony,violent,2017-05-02,999,5728587,54.44109589041096,M,White,2017-05-26,1,0.0,1
1556,2662,51576,9259735,misdemeanor,violent,2014-07-11,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1
1931,5707,63935,3050071,felony,property,2018-09-10,341,7021379,29.64109589041096,F,White,2016-05-24,0,0.0,1
1530,4963,51435,6729080,misdemeanor,property,2016-08-18,726,4761709,33.465753424657535,M,Black,2017-11-24,0,0.0,0
1737,4964,57158,7147460,misdemeanor,other,2016-05-09,168,3882249,29.983561643835618,M,Black,2018-04-23,0,0.0,0
324,4997,12751,1275423,misdemeanor,drug,2019-07-18,73,4435364,26.40821917808219,M,Black,2018-01-27,0,0.0,2
971,4428,27924,169591,misdemeanor,other,2020-02-27,302,6822812,20.48219178082192,M,White,2016-07-21,0,0.0,0
600,2361,22194,4071979,misdemeanor,drug,2020-08-07,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0
3348,3769,207810,3243682,misdemeanor,other,2018-08-01,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0
1875,5682,60742,5165410,misdemeanor,violent,2017-09-18,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0
3485,3943,243705,711591,felony,violent,2019-11-07,481,6532455,18.654794520547945,M,Black,2016-10-17,0,0.0,1
6400,4363,3185585,5709583,misdemeanor,other,2017-05-28,579,6326198,50.45205479452055,M,Black,2016-12-17,0,0.0,0
3619,310,316053,5831077,misdemeanor,violent,2017-04-28,353,5560634,41.33698630136986,F,White,2017-07-03,0,0.0,0
3232,405,126282,10041067,misdemeanor,drug,2013-11-01,3,3573863,36.465753424657535,M,Black,2018-06-20,0,0.0,0
5310,4788,1119846,5527568,misdemeanor,other,2017-07-10,914,7485908,19.312328767123287,M,Black,2016-02-08,0,0.0,3
1659,1163,56320,7886301,felony,drug,2015-10-07,762,4840593,35.95890410958904,M,Black,2017-11-11,0,0.0,0
5277,5849,1114653,2655257,misdemeanor,other,2018-11-22,78,3399268,39.16712328767123,M,Black,2018-07-20,0,0.0,0
5576,2731,1301492,10783964,felony,property,2013-02-15,910,4810567,26.76438356164384,M,Black,2017-11-16,1,0.0,1
6011,5796,1745147,6992104,misdemeanor,drug,2016-06-02,150,6984366,19.624657534246577,M,mixed,2016-06-04,0,0.0,0
1529,4830,51435,5473785,misdemeanor,other,2017-07-21,726,4761709,33.465753424657535,M,Black,2017-11-24,0,0.0,0
6344,4139,3054080,7056049,misdemeanor,property,2016-05-14,124,6676974,23.698630136986303,F,mixed,2016-09-02,0,0.0,0
4994,2993,1058203,5638700,misdemeanor,drug,2017-06-15,373,7234140,27.33150684931507,M,Black,2016-04-15,0,0.0,0
4429,3368,883902,8010993,felony,other,2015-08-29,439,7153262,20.334246575342465,M,Black,2016-05-07,0,0.0,0
5998,5347,1696565,3876566,misdemeanor,property,2018-04-24,45,3876566,42.41095890410959,F,Black,2018-04-24,0,0.0,0
556,115,20010,11956901,misdemeanor,drug,2016-10-17,600,2594291,41.0958904109589,M,White,2018-12-04,0,0.0,0
2826,1715,85806,5356879,felony,property,2017-08-14,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0
3868,587,344219,2471357,misdemeanor,violent,2018-12-29,865,2471357,34.32876712328767,F,White,2018-12-29,0,0.0,0
109,5160,4741,1412543,misdemeanor,property,2019-06-22,421,4609251,33.49589041095891,M,White,2017-12-21,0,0.0,0
4165,3797,555286,1564049,misdemeanor,property,2019-05-26,231,5396058,25.87123287671233,F,Black,2017-08-07,0,0.0,0
3435,5826,230959,7388422,felony,other,2016-03-04,875,3128626,28.09041095890411,M,mixed,2018-08-25,0,0.0,0
2385,5615,75570,3897404,misdemeanor,property,2018-04-20,677,4741552,26.2027397260274,M,White,2017-11-28,0,0.0,0
2668,813,82486,4778522,felony,other,2017-11-20,186,5256465,25.63013698630137,M,Black,2017-09-01,0,0.0,3
5445,4725,1171048,1861451,misdemeanor,drug,2019-04-18,683,3774134,32.556164383561644,F,Black,2018-05-13,0,0.0,0
2115,3993,69058,5346059,misdemeanor,drug,2017-08-16,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
3231,399,126282,7341352,misdemeanor,other,2020-10-22,3,3573863,36.465753424657535,M,Black,2018-06-20,0,0.0,0
1470,4771,49882,6536466,misdemeanor,other,2016-10-14,230,3596356,35.18082191780822,M,Black,2018-06-14,0,0.0,1
3874,408,344444,10706566,misdemeanor,property,2013-03-14,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1
1133,6360,34814,1029597,felony,property,2019-09-05,663,4664272,19.378082191780823,M,,2017-12-11,0,1.0,0
4998,5709,1058203,4212868,misdemeanor,property,2018-03-09,373,7234140,27.33150684931507,M,Black,2016-04-15,0,0.0,0
3657,572,320209,5520925,misdemeanor,violent,2017-07-11,986,4507353,35.61369863013699,M,White,2018-01-15,0,0.0,0
1080,4044,33016,6443817,misdemeanor,property,2016-11-13,43,6443817,28.084931506849315,F,mixed,2016-11-13,0,0.0,0
1490,5009,50827,3942835,misdemeanor,drug,2018-04-13,716,5665899,21.778082191780825,M,Black,2017-06-08,0,0.0,3
152,2306,6614,8232746,misdemeanor,property,2015-06-22,107,5913001,25.3972602739726,M,White,2017-04-09,0,0.0,1
4676,5249,951591,9572888,misdemeanor,other,2014-04-04,30,5053353,26.58356164383561,M,Black,2017-10-06,0,0.0,0
5524,5941,1281927,3602021,misdemeanor,other,2018-06-14,458,3451139,19.22739726027397,M,White,2018-07-12,0,0.0,0
5704,4033,1348192,1790885,misdemeanor,other,2019-05-02,966,5474682,19.54520547945205,M,Black,2017-07-21,0,0.0,0
6205,4451,2535391,20684588,felony,drug,2012-07-27,510,5291736,24.898630136986306,F,White,2017-08-26,1,0.0,0
4666,899,951591,10130053,misdemeanor,violent,2013-09-29,30,5053353,26.58356164383561,M,Black,2017-10-06,0,0.0,0
2100,452,69058,10009163,felony,violent,2013-11-13,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
4253,4243,720250,6860938,misdemeanor,other,2016-07-10,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
5623,5502,1307676,8685015,misdemeanor,other,2015-01-28,383,6704112,35.09315068493151,M,White,2016-08-26,0,0.0,0
5475,2316,1241445,5999816,misdemeanor,property,2017-03-17,732,6213037,27.578082191780823,M,White,2017-01-21,0,0.0,0
1973,384,65745,3474520,misdemeanor,property,2018-07-08,954,2673805,27.67945205479452,M,White,2018-11-19,0,0.0,0
1355,4609,46960,5583267,misdemeanor,property,2017-06-27,99,5915304,24.994520547945207,F,White,2017-04-07,0,0.0,0
1026,2488,29542,8389192,misdemeanor,other,2015-04-30,881,4668826,28.698630136986303,F,White,2017-12-09,0,0.0,0
298,18,11885,5223686,felony,other,2017-09-09,894,5223686,39.12876712328767,M,Black,2017-09-09,0,0.0,1
2867,3624,91481,5340908,misdemeanor,property,2017-08-17,117,4650173,21.28219178082192,M,Black,2017-12-13,0,0.0,0
3629,3868,316053,8452096,felony,violent,2015-04-11,353,5560634,41.33698630136986,F,White,2017-07-03,1,0.0,0
4725,907,964750,9256209,misdemeanor,other,2014-07-13,957,6232325,43.64383561643836,M,Black,2017-01-16,0,0.0,0
3820,661,339988,5635049,misdemeanor,other,2017-06-15,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
4162,3772,545503,3499759,misdemeanor,violent,2018-07-04,285,3499759,45.76438356164383,M,Black,2018-07-04,0,0.0,0
5505,814,1256556,4684493,misdemeanor,property,2017-12-06,254,6931649,20.413698630136988,M,White,2016-06-20,0,0.0,0
5756,4474,1439871,9463613,felony,other,2014-05-12,835,7030740,30.698630136986303,M,White,2016-05-20,1,0.0,0
2238,1768,72764,6506214,felony,property,2016-10-23,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3
5795,5309,1475717,3221139,misdemeanor,property,2018-08-06,275,3193787,33.11232876712329,F,White,2018-08-10,0,0.0,0
1884,2914,62440,10759615,felony,violent,2013-02-25,702,3472322,54.43835616438356,M,White,2018-07-09,1,0.0,1
6478,5512,3389220,5847329,misdemeanor,other,2017-04-25,638,5847328,33.04383561643836,M,White,2017-04-25,0,0.0,0
791,6370,26596,11605825,misdemeanor,other,2012-05-01,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
3206,2974,115968,6705568,misdemeanor,violent,2016-08-26,768,7003779,30.983561643835618,M,Black,2016-05-30,0,0.0,0
5409,1830,1137620,3130830,misdemeanor,property,2018-08-24,845,3130830,33.10958904109589,M,Black,2018-08-24,0,0.0,0
2615,944,81431,6661768,felony,drug,2016-09-07,942,6289055,34.40821917808219,M,Black,2017-01-01,0,0.0,0
914,6333,27558,278626,felony,drug,2020-02-05,54,4448872,37.512328767123286,M,Black,2018-01-25,1,1.0,1
1055,6340,32341,6837647,felony,violent,2016-07-16,722,6850726,18.654794520547945,M,Black,2016-07-13,1,0.0,2
3475,3736,243409,5142809,misdemeanor,property,2017-09-21,639,5142809,30.34794520547945,M,Black,2017-09-21,0,0.0,0
5119,160,1065717,5191915,misdemeanor,drug,2017-09-12,12,12005804,29.301369863013697,F,White,2018-05-25,0,0.0,0
3452,3492,236038,4737746,misdemeanor,violent,2017-11-29,822,4737746,34.56986301369863,M,mixed,2017-11-29,0,0.0,0
2474,142,78786,6927286,misdemeanor,property,2016-06-21,479,6645202,24.15068493150685,M,White,2016-09-12,0,0.0,2
3170,3924,106675,5603691,misdemeanor,drug,2017-06-22,292,6671035,23.64109589041096,M,Black,2016-09-05,0,0.0,0
2532,4467,79024,2534021,misdemeanor,other,2018-12-14,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
2519,170,79024,3017057,misdemeanor,property,2018-09-14,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
3212,5733,115968,5353602,misdemeanor,violent,2017-08-15,768,7003779,30.983561643835618,M,Black,2016-05-30,0,0.0,0
3756,616,336042,10661824,misdemeanor,other,2013-03-29,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0
6215,5856,2557412,772422,felony,other,2019-10-25,498,7272789,23.60821917808219,M,Black,2016-04-05,1,1.0,1
5993,5345,1675740,4341601,misdemeanor,other,2018-02-13,609,6147642,34.961643835616435,M,White,2017-02-07,0,0.0,0
5048,3308,1061804,3797438,misdemeanor,drug,2018-05-09,355,7382549,28.82191780821918,M,White,2016-03-07,0,0.0,0
5695,4123,1337603,6843379,misdemeanor,drug,2016-07-15,763,7000981,24.95068493150685,F,mixed,2016-05-31,0,0.0,0
2366,5637,75450,272242,misdemeanor,property,2020-02-06,81,7462166,53.10410958904109,M,White,2016-02-16,0,0.0,0
1244,5288,42402,6332623,misdemeanor,other,2016-12-15,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0
4168,2476,555837,6239023,felony,violent,2017-01-13,536,6352048,46.78904109589041,M,Black,2016-12-11,0,0.0,0
6158,5566,2293944,6653435,misdemeanor,other,2016-09-09,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0
4960,2376,1052139,7963882,misdemeanor,property,2015-09-11,891,6537189,48.367123287671234,M,White,2016-10-14,0,0.0,0
5249,2749,1113786,10003495,misdemeanor,property,2013-11-15,620,7061405,21.46027397260274,F,Black,2016-05-13,0,0.0,1
2623,20,81823,8365390,felony,violent,2020-11-06,809,3806430,34.8986301369863,M,,2018-05-07,0,1.0,0
5286,3000,1116388,10588908,misdemeanor,property,2013-04-25,309,6585372,26.942465753424656,M,Black,2016-09-29,0,0.0,1
5745,116,1439871,11957003,felony,property,2016-09-02,835,7030740,30.698630136986303,M,White,2016-05-20,1,0.0,0
3924,318,355986,3924650,misdemeanor,violent,2018-04-16,720,3924651,33.83561643835616,F,White,2018-04-16,0,0.0,0
4482,769,909864,7992738,felony,drug,2015-09-03,80,6892870,22.273972602739725,M,Black,2016-07-02,0,0.0,0
3409,3872,228688,6479185,misdemeanor,property,2016-11-01,780,6486852,22.01095890410959,M,Black,2016-10-29,0,0.0,0
1462,1468,49882,9132132,misdemeanor,drug,2014-08-23,230,3596356,35.18082191780822,M,Black,2018-06-14,0,0.0,1
1436,1566,49237,7695691,felony,drug,2015-12-03,96,6507127,20.09041095890411,M,Black,2016-10-22,0,0.0,0
1467,4696,49882,8878788,misdemeanor,drug,2014-11-18,230,3596356,35.18082191780822,M,Black,2018-06-14,0,0.0,1
5259,5846,1113786,3952684,felony,other,2018-04-12,620,7061405,21.46027397260274,F,Black,2016-05-13,0,0.0,1
3956,4754,379371,8633900,misdemeanor,other,2015-02-09,946,4641585,25.254794520547943,M,,2017-12-14,0,0.0,0
4009,3270,451627,6724161,felony,property,2016-08-21,293,6724161,44.64109589041096,M,Black,2016-08-21,1,0.0,1
139,4934,5400,78098,misdemeanor,other,2020-03-18,642,4292218,27.21917808219178,M,Black,2018-02-22,0,0.0,0
3421,3487,230885,5830453,felony,property,2017-04-29,788,5830453,28.22191780821917,F,mixed,2017-04-29,0,1.0,0
786,4240,26596,7430506,misdemeanor,property,2016-02-22,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
5403,1988,1134876,7162955,misdemeanor,drug,2016-05-04,474,7162955,42.97808219178082,M,Black,2016-05-04,0,0.0,1
4164,3654,555286,11304287,misdemeanor,property,2012-08-12,231,5396058,25.87123287671233,F,Black,2017-08-07,0,0.0,0
1422,1627,48528,664271,misdemeanor,other,2019-11-17,155,3851361,25.53972602739726,M,White,2018-04-29,0,0.0,0
5730,6243,1421025,5201065,misdemeanor,other,2017-09-12,371,5201065,36.583561643835615,M,Other,2017-09-12,0,0.0,0
2071,3482,67939,7277251,misdemeanor,property,2016-04-04,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0
847,4197,27249,10417309,misdemeanor,drug,2013-06-24,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3
2745,1042,83874,540636,misdemeanor,violent,2019-12-10,757,4159297,24.51506849315069,F,Black,2018-03-19,0,0.0,1
4212,3852,670471,7664674,misdemeanor,other,2015-12-11,384,5339923,31.03013698630137,F,Black,2017-08-17,0,0.0,1
3427,3163,230959,8131433,misdemeanor,other,2015-07-23,875,3128626,28.09041095890411,M,mixed,2018-08-25,0,0.0,0
1718,1224,56946,5140950,felony,violent,2017-09-21,786,5140950,38.2027397260274,M,Black,2017-09-21,0,0.0,0
6354,4076,3071637,5853067,misdemeanor,property,2017-04-23,687,5672065,42.41917808219178,F,mixed,2017-06-07,0,0.0,0
5592,5608,1302621,2907242,misdemeanor,other,2018-10-05,85,2907242,54.24657534246575,M,Black,2018-10-05,0,0.0,0
3500,3891,251820,6442129,felony,violent,2016-11-14,461,4307219,31.624657534246577,M,Black,2018-02-20,0,0.0,0
4669,1483,951591,7948732,misdemeanor,property,2015-09-16,30,5053353,26.58356164383561,M,Black,2017-10-06,0,0.0,0
2206,1060,71257,52696,misdemeanor,violent,2020-04-05,630,2922536,33.32054794520548,M,Black,2018-10-02,0,0.0,0
1958,4386,65316,6811593,felony,drug,2016-07-25,429,6863214,36.42739726027397,M,Black,2016-07-08,1,0.0,1
2640,1014,81979,3679700,misdemeanor,violent,2018-05-30,443,3679700,57.31780821917808,F,Black,2018-05-30,0,0.0,0
613,2445,22194,1941733,misdemeanor,drug,2019-04-05,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0
183,5071,8089,4652942,misdemeanor,drug,2017-12-12,586,4652942,22.35890410958904,M,Black,2017-12-12,0,0.0,0
1657,5945,56090,732084,misdemeanor,property,2019-11-04,362,6916269,18.29041095890411,M,White,2016-06-25,0,0.0,0
2699,1183,82666,7394502,misdemeanor,property,2016-03-02,295,7394502,43.78356164383562,M,Black,2016-03-02,0,0.0,0
4851,1883,1002535,2017446,misdemeanor,property,2019-03-22,388,5559287,23.715068493150685,M,Black,2017-07-04,0,0.0,0
595,2426,21966,6309548,misdemeanor,drug,2016-12-22,274,5161682,40.01095890410959,M,White,2017-09-18,0,0.0,0
6506,4256,3585475,5625542,misdemeanor,violent,2017-06-19,405,5625542,24.156164383561645,F,Black,2017-06-19,0,0.0,0
199,870,8819,4910224,felony,violent,2017-10-30,877,5059344,42.56438356164384,M,Black,2017-10-05,0,0.0,1
2762,903,84199,9133491,misdemeanor,violent,2014-08-22,553,7563283,22.12054794520548,M,Black,2016-01-14,0,0.0,0
5438,1655,1162141,5670929,misdemeanor,other,2017-06-07,208,6068520,24.991780821917807,M,Black,2017-02-27,0,0.0,0
6420,2584,3212405,6143190,misdemeanor,other,2017-02-08,940,6143190,27.942465753424656,M,Black,2017-02-08,0,0.0,1
2175,295,69777,6500645,misdemeanor,violent,2016-10-24,868,5594049,27.216438356164385,M,Other,2017-06-24,0,0.0,2
6356,4316,3071637,6724772,misdemeanor,property,2016-08-20,687,5672065,42.41917808219178,F,mixed,2017-06-07,0,0.0,0
1957,1222,65316,6276380,misdemeanor,violent,2017-01-04,429,6863214,36.42739726027397,M,Black,2016-07-08,0,0.0,1
478,623,15353,9786572,felony,property,2014-01-18,560,3039691,34.391780821917806,F,White,2018-09-11,0,0.0,3
946,2590,27836,5198987,misdemeanor,drug,2017-09-12,576,6766557,36.69041095890411,M,White,2016-08-09,0,0.0,1
1374,1493,47273,6803616,misdemeanor,drug,2016-07-27,621,7465597,23.38082191780822,M,Black,2016-02-13,0,0.0,0
2320,5589,74723,4502652,misdemeanor,drug,2018-01-16,593,4502652,33.131506849315066,M,White,2018-01-16,0,0.0,0
846,4189,27249,10927051,misdemeanor,property,2012-12-21,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3
6101,10,2108170,8504503,felony,violent,2015-03-25,307,6672666,26.4986301369863,M,White,2016-09-03,0,0.0,0
1141,4106,35320,10658502,felony,violent,2013-04-01,544,3607980,24.339726027397266,M,Black,2018-06-13,0,0.0,2
822,6428,26596,7358344,misdemeanor,other,2016-03-12,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
4689,1776,957946,4612868,misdemeanor,other,2017-12-20,489,4612868,33.43835616438356,F,White,2017-12-20,0,0.0,0
958,5741,27836,626077,felony,other,2019-11-25,576,6766557,36.69041095890411,M,White,2016-08-09,0,0.0,1
797,6382,26596,9715188,misdemeanor,other,2014-02-14,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
3339,3465,206826,6892253,misdemeanor,property,2016-07-03,782,6892253,37.24109589041096,M,Black,2016-07-03,0,0.0,0
1098,6159,33253,4284534,felony,property,2018-02-25,649,4284534,24.306849315068494,M,Black,2018-02-25,0,1.0,0
2398,2805,76733,5675512,misdemeanor,property,2017-06-06,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
3513,5332,253477,7620578,misdemeanor,other,2015-12-26,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0
6074,5272,1806016,4269585,misdemeanor,other,2018-02-27,608,5290353,22.063013698630137,M,White,2017-08-27,0,0.0,1
6363,4071,3097517,5189569,misdemeanor,violent,2017-09-13,215,3864977,37.23561643835617,M,,2018-04-26,0,0.0,1
5085,2,1064849,3442497,misdemeanor,other,2018-07-12,146,3201857,27.03287671232877,F,White,2018-08-08,0,0.0,0
3540,1059,259056,349101,misdemeanor,violent,2020-01-22,59,4219078,40.772602739726025,M,Black,2018-03-08,0,0.0,1
3721,4648,324828,4990017,misdemeanor,other,2017-10-18,789,3377463,34.227397260273975,M,Black,2018-07-24,0,0.0,0
5442,5141,1162141,11512430,misdemeanor,other,2012-05-31,208,6068520,24.991780821917807,M,Black,2017-02-27,0,0.0,0
4897,4900,1009164,5194862,misdemeanor,other,2017-09-12,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0
1623,1870,55112,6014073,misdemeanor,drug,2017-03-13,225,7200043,46.46849315068493,M,White,2016-04-23,0,0.0,0
4254,4251,720250,4693655,misdemeanor,property,2017-12-05,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
2956,3430,92636,9042131,misdemeanor,property,2014-09-21,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
1810,744,58583,9245055,felony,drug,2014-07-16,266,3982258,27.813698630136987,M,Black,2018-04-07,0,0.0,2
1650,2422,56090,6510287,felony,property,2016-10-21,362,6916269,18.29041095890411,M,White,2016-06-25,1,0.0,0
1242,5286,42402,6332620,misdemeanor,other,2016-12-15,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0
5194,5949,1072559,712454,misdemeanor,other,2019-11-07,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
5994,5358,1675740,1754114,misdemeanor,other,2020-05-31,609,6147642,34.961643835616435,M,White,2017-02-07,0,0.0,0
4130,1244,540719,6176276,misdemeanor,other,2017-01-31,785,6561693,19.350684931506848,M,Black,2016-10-06,0,0.0,0
1654,2441,56090,3659350,felony,property,2018-06-04,362,6916269,18.29041095890411,M,White,2016-06-25,1,0.0,0
2135,5554,69058,7657289,misdemeanor,other,2015-12-14,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
5883,1511,1557971,2656783,misdemeanor,property,2018-11-21,546,6545079,43.106849315068494,M,Black,2016-10-12,0,0.0,0
5817,1647,1499946,5810699,misdemeanor,violent,2017-05-04,653,6322340,25.86849315068493,M,White,2016-12-19,0,0.0,1
3168,3829,106675,9664170,felony,drug,2014-03-06,292,6671035,23.64109589041096,M,Black,2016-09-05,0,0.0,0
3263,3744,146236,4665527,misdemeanor,violent,2017-12-11,566,4665527,37.917808219178085,F,Black,2017-12-11,0,0.0,0
2171,4530,69593,10355735,misdemeanor,other,2013-07-15,988,6166510,35.4,F,mixed,2017-02-03,0,0.0,0
591,2358,21966,566294,misdemeanor,other,2019-12-05,274,5161682,40.01095890410959,M,White,2017-09-18,0,0.0,0
1252,2000,43195,4654149,felony,drug,2017-12-12,23,2766114,20.693150684931503,M,Black,2018-11-01,0,0.0,1
207,1391,8933,6494293,felony,drug,2016-10-26,698,6494293,50.36164383561644,M,Black,2016-10-26,0,0.0,1
2797,15,85246,2532457,felony,violent,2018-12-15,51,6243514,19.75068493150685,M,Black,2017-01-12,0,0.0,4
5266,3093,1114013,6547770,misdemeanor,drug,2016-10-12,407,4457859,48.7945205479452,F,Black,2018-01-24,0,0.0,1
936,4168,27785,3588856,felony,property,2018-06-16,69,4280859,19.4,M,Black,2018-02-26,0,0.0,1
330,1311,13178,8032108,misdemeanor,property,2015-08-22,363,6641052,20.01095890410959,M,Black,2016-09-13,0,0.0,5
265,1593,10071,7218583,misdemeanor,violent,2016-04-18,967,5792197,21.95890410958904,M,Black,2017-05-09,0,0.0,1
5884,1581,1557971,6545079,misdemeanor,property,2016-10-12,546,6545079,43.106849315068494,M,Black,2016-10-12,0,0.0,0
5823,1641,1509614,6886918,misdemeanor,violent,2016-07-05,424,7369356,52.19178082191781,M,White,2016-03-09,0,0.0,0
3454,3616,238381,5480070,felony,other,2017-07-20,121,5854343,19.65753424657534,F,Black,2017-04-22,0,0.0,0
296,4826,11297,6062425,misdemeanor,other,2017-02-28,42,6214564,48.983561643835614,M,Black,2017-01-20,0,0.0,0
6120,670,2156291,2864966,misdemeanor,property,2018-10-14,176,3365244,19.27945205479452,M,Black,2018-07-26,0,0.0,0
6137,2759,2293944,7636898,misdemeanor,property,2015-12-19,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0
1689,1937,56410,1711461,misdemeanor,other,2020-05-17,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0
4561,1958,912191,8810398,misdemeanor,property,2014-12-12,454,5560929,34.93698630136986,M,Black,2017-07-03,0,0.0,1
4823,1266,997983,3090058,misdemeanor,violent,2018-09-01,125,7587118,42.21917808219178,M,White,2016-01-07,0,0.0,0
5240,3110,1111687,9612866,misdemeanor,other,2014-03-22,950,5936371,33.51780821917808,M,White,2017-04-03,0,0.0,0
3768,4622,336042,11277863,misdemeanor,other,2012-08-20,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0
4393,5879,848761,7551045,felony,other,2016-01-17,613,7291921,30.10410958904109,M,White,2016-03-31,1,0.0,0
101,2008,4741,4998760,misdemeanor,violent,2017-10-17,421,4609251,33.49589041095891,M,White,2017-12-21,0,0.0,0
32,1127,2326,9480353,felony,other,2014-05-06,807,7591648,31.378082191780823,M,Black,2016-01-06,1,0.0,1
2508,105,79024,11937267,misdemeanor,violent,2015-08-11,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
3107,3645,98350,439928,felony,violent,2020-01-04,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1
2142,369,69085,4131834,misdemeanor,drug,2018-03-23,749,4131834,48.67671232876712,M,White,2018-03-23,0,0.0,0
2023,471,66829,7988451,felony,violent,2015-09-04,793,6871709,48.30684931506849,M,White,2016-07-06,1,0.0,2
5108,4496,1065449,3997073,misdemeanor,other,2018-04-04,635,6236432,32.635616438356166,M,White,2017-01-13,0,0.0,0
